id,text,y
2706,天高地迥 觉宇宙之无穷 兴尽悲来 识盈虚之有数,1
2707,必无此鸡晨鸣 以致祸也,1
2708,这就是山中的四季,0
2709,凶秽之馀 岂宜令入宫禁,1
2710,聂政之刺韩傀也 白虹贯日,1
2711,至于颠覆 理固宜然,1
2712,那么 您的毛病在于看重自己而轻视生物,0
2713,这一天子孙逃避在外 没有人肯留在家里,0
2714,建都于全国的上游,0
2715,高低冥迷 不知西东,1
2716,必须渡过泸江 到江南岸,0
2717,比至陈 车六七百乘 骑千余 卒数万人,1
2718,因为不通礼义的宗旨 以至于做国君的不像国君,0
2719,江左不讳庶孽 丧室之后,1
2720,李氏子蟠 年十七 好古文,1
2721,二十一年 诏曰 总司戎政,1
2722,太史公说,0
2723,春秋左传,0
2724,州司临门 急于星火,1
2725,连续唱和 在这之后 诗人相继进行创作,0
2726,鲁字亮侪 奇男子也,1
2727,河曲智叟笑而止之曰 甚矣 汝之不惠,1
2728,不能够光靠自身来供养自己 保卫自己,0
2729,鸡群听到叫声一起朝粟米跑过来,0
2730,易治也 既乱 易治也,1
2731,他们有粮食能够守丧到丧期终了,0
2732,骄慢已习 方复制之,1
2733,诸侯害他 大夫们排挤他,0
2734,察看齐军车轮碾出的痕迹 又登上战车,0
2735,只有有学问才艺的人,0
2736,男孩就用弓箭纸笔 女孩就用刀尺针线,0
2737,时有宦人密侍君者 君以书授之 令达宫中,1
2738,闻者咸愤厉 守益坚 贼为引却,1
2739,然而中国未有佛也,1
2740,位相国 所居第不加饰 内无妾媵,1
2741,楚人谓多为伙 故天下传之 夥涉为王 由陈涉始,1
2742,可是刚到任就亏空了库银 是什么道理呢,0
2743,那些戴着高帽子 拖着长长带子的人,0
2744,又楚 泗运米于舟 至京复辇入仓 宜宿备运卒,1
2745,公归京师 公像在堂,1
2746,时则有叛国而无叛郡 秦制之得亦以明矣,1
2747,甚至撞死孕妇,0
2748,以致一辈子长时间受愧辱呢,0
2749,天禧二年 知州事李夷庚始正湖界 起堤十有八里以限之,1
2750,初迎嘏于砌 持嘏手曰 别来瞬息 而发毛已黄,1
2751,以至连救死扶伤都来不及 汉高祖刘邦被围困在平城,0
2752,卫士仆地 哙遂入 披帷西向立,1
2753,怕他没完没了地挖下去 向天帝报告了,0
2754,厘为十卷 名以 唐才子传 云,1
2755,别连累了您,0
2756,王后亲织玄紞 公侯之夫人 加之纮 綖,1
2757,车乘填街街 绮罗盈府寺,1
2758,上大夫壶遂曰 昔孔子何为而作 春秋 哉 太史公曰,1
2759,生民之本 要当稼稽而食 桑麻以衣,1
2760,烂漫于江 左 滥觞于齐 梁,1
2761,既已不读不用 那也不该分散丢失,0
2762,我这才知道不从它的外面观看,0
2763,先生的做人 可以说是完美的了,0
2764,其强也 禁暴诛乱而天下服,1
2765,以至于其长短大小美恶之状,1
2766,高插青冥 相顾惊疑 念近中无此禅院,1
2767,都到其他郡学习 都敬重亲善陈仲弓,0
2768,学问钝的人积累功夫 不妨达到精熟,0
2769,太尉逸事如右,1
2770,开宝三年秋三司言仓储月给止,1
2771,贼遣骑呼降 罗俊顾其下曰,1
2772,但为什么贤德的人不一定富贵 仁爱的人不一定长寿,0
2773,以致天下之士 合从缔交 相与为一,1
2774,他都能判定是非,0
2775,如果不是这样 我怎么会这么生气,0
2776,没有一点骄傲的神色,0
2777,群贤毕至 少长咸集,1
2778,它面积广大 覆压着三百多里地面,0
2779,与我同住别的同学都穿着华丽的衣服,0
2780,他说 我这个粗野卑贱的人,0
2781,从这时开始 冀州的南部直到汉水南岸,0
2782,及明年二月请分屯诸军尽率民船以资江淮漕运,1
2783,而不应当有偏袒和私心,0
2784,不让它离开 但是没有办法可以杀死它,0
2785,若越既改 吾又何求,1
2786,粗细软硬 无不合乎功用,0
2787,上规姚姒 浑浑无涯 周诰 殷 盘 佶屈聱牙,1
2788,郯子这些人 他们的贤能都比不上孔子,0
2789,一渔者来 道客登大仓山 见西南角烂银坌涌,1
2790,每次运输可减少几十天,0
2791,行患不能成 无患有司之不公,1
2792,却唯独不能满足您吗,0
2793,欣赏山水美景的乐趣 领会在心里 寄托在酒上,0
2794,伦类不通 仁义不一 不足谓善学,1
2795,我也不愿因此离开你一天而去赴任啊,0
2796,移风易俗 调节阴阳 荐举贤圣之至也,1
2797,大礼完后让他回了国,0
2798,现在则妻子儿女靠我养活 想不为官 又不能够,0
2799,宾客意少舒 稍稍正坐,1
2800,每一行有五处明亮的地方,0
2801,秦王目眩良久,1
2802,如不能守以终丧 则遂取以来,1
2803,只给人增加笑料罢了,0
2804,以为顺流下矣 棹数小舟 曳铁钯 寻十余里无迹,1
2805,我认为这种说法也是不对的,0
2806,钱塘君再拜而歌曰,1
2807,生不能相养于共居 殁不得抚汝以尽哀,1
2808,以前有人宁肯死也不愿接受,0
2809,手自笔录 计日以还,1
2810,秦王怫然怒 谓唐雎曰 公亦尝闻天子之怒乎,1
2811,雁群感到寒意而发出的惊叫 鸣声到衡阳之浦为止,0
2812,郯子之徒 其贤不及孔子,1
2813,开始涨满潮水成为青草湖 赤沙湖 云梦湖,0
2814,敢于实践 长大之后精通礼法,0
2815,战场上忠诚有志的将士们奋不顾身,0
2816,这只被截取鸡冠的公鸡虽然没有得到回报,0
2817,能定能应 夫是之谓成人,1
2818,穷居而野处 升高而望远,1
2819,还有所写的诗笔 真出於好手,0
2820,昼日一食 止于菜果,1
2821,长吾女与汝女 待其嫁 如此而已,1
2822,虽与之俱学 弗若之矣,1
2823,反而登舟 放乎中流 听其所止而休焉,1
2824,少顷 但闻屏障中抚尺一下 满坐寂然 无敢哗者,1
2825,子佳要是不相爱 族里的子侄辈就疏远欠亲密,0
2826,但水所出入 直逼外壁 故非桥莫能行,1
2827,失期 法皆斩,1
2828,一人虽听之 一心以为有鸿鹄将至 思援弓缴而射之,1
2829,太宗明日具奏 太祖可之 其事果集焉,1
2830,威加四海犹能屈体弘尊师之义,1
2831,一日 令摘中牟李令印 即摄中牟,1
2832,又能讲出自己的观点,0
2833,第以束发登朝 入为名谏议 出为名将帅 已稍稍展布其才,1
2834,对于莲花的喜爱 像我一样的还有什么人呢,0
2835,九年 去世 享年七十三岁 赠官太尉,0
2836,虽或累聘丘园 勉加冠佩,1
2837,主要是想让天下人不仅记在心里 还要时刻出现在眼前,0
2838,先主曰 君与俱来,1
2839,至于背着东西的人在路上欢唱,0
2840,穿着过去在辽东时所有的白布单衣,0
2841,饮食起居 举止言谈 不愿勉强自己而随从他人,0
2842,此等足以为诫,1
2843,因利乘便 宰割天下 分裂山河,1
2844,李由为三川守 守荥阳 吴叔弗能下,1
2845,长槊强弓 便云我能为将,1
2846,日入 监九御 使洁奉鐕郊之粢盛 而後即安,1
2847,谁为大王为此计者 曰 鲰生说我曰,1
2848,往往清丽奇伟 比那些举人的文章强百倍,0
2849,助相说 引 积年累月 安有孝子平,1
2850,惟危楼一座 直接霄汉,1
2851,便舍船 从口入,1
2852,此未可避者也,1
2853,高起的土地 像天空一样中间高四面低,0
2854,后世之谬其传而莫能名者 何可胜道也哉,1
2855,这就是商汤 周武王不得不这样做的原因,0
2856,诸葛孔明者 卧龙也 将军岂愿见之乎,1
2857,九水始若屏息敛衽 而不敢与之争,1
2858,项王曰 沛公安在 良曰,1
2859,双亲已经去世 留下兄弟相对 应当既像形和影,0
2860,使我们的军队困顿疲惫,0
2861,赵国立即就会把璧送来,0
2862,萍水偶尔相逢 大家都是异乡之客 怀念着君王的宫门,0
2863,子墨子归 过宋,1
2864,周代的诰书和殷代的 盘庚,0
2865,或因寄所托 放浪形骸之外,1
2866,内容上也是健康的和淫靡的东西互相掺杂,0
2867,把那里的政治治理好,0
2868,楚左尹项伯者 项羽季父也 素善留侯张良,1
2869,唐雎曰 此庸夫之怒也 非士之怒也,1
2870,经过清水的洗涤却不显得妖艳,0
2871,于是天地闭塞而进入了冬季,0
2872,余与四人拥火以入 入之愈深,1
2873,把事情详细地告诉了他,0
2874,有的凭家世馀荫 弄到一官半职,0
2875,颜氏家训,0
2876,头童齿豁 竟死何裨,1
2877,苟见陛下如此 将谓真心事佛,1
2878,受了毫无根据的批评而不敢反驳,0
2879,项王曰 赐之彘肩,1
2880,晋军函陵 秦军氾南,1
2881,恶能无纪 己亥之二月也,1
2882,数月 韩氏又亡,1
2883,朝廷有治理百姓的制度,0
2884,那就是郭攸之 费祎 董允等人的责任了,0
2885,作为一国之君和一家之长却不懂得 春秋 中的道理,0
2886,他们看见秦地险阻难以进犯 就必定退兵,0
2887,即使有荒谬胡乱来的 也不可能不相友爱,0
2888,原先有缺失损坏卷页,0
2889,您若任命我担任都虞候 我能替您制止骚乱,0
2890,这种后果就是封建制造成的,0
2891,彼封建者 更古圣王尧 舜 禹 汤 文 武而莫能去之,1
2892,父老乡亲几十人 从下面的乡里来到府衙,0
2893,项王曰 壮士 赐之卮酒,1
2894,皆远腾长往之士 危行言逊,1
2895,这是史官的过错,0
2896,沛公军霸上 未得与项羽相见,1
2897,卿之内为大带 命妇成祭服,1
2898,十七年 义康出籓 诛湛等 以演之为右卫将军,1
2899,申胥劝道,0
2900,友人李愿居之,1
2901,然得而腊之以为饵 可以已大风 挛踠 瘘 疠,1
2902,常常写文章来自娱自乐 也稍微透露出他的志趣,0
2903,唐雎对曰 否 非若是也,1
2904,冬至后女婿谒之 乃设一铜瓯酒,1
2905,府城南部临近泸江,0
2906,不了解太尉的为人并不是这样,0
2907,秦王派使者告诉赵王,0
2908,从战乱以来 所见被俘虏的 即使世代寒士,0
2909,被截去鸡冠的公鸡又来了,0
2910,虽然和终军一样年已二十一,0
2911,忽忽无事 以此销日 以此终年,1
2912,郑覃虽然精通经义 但不喜爱作文赋诗,0
2913,北定中原 庶竭驽钝 攘除奸凶 兴复汉室 还于旧都,1
2914,只希望有意外的侥幸 不种植就能收获,0
2915,棨 一曰锥刀 柄以坚木为之 用穿茶也,1
2916,这种情况叫做将要发生祸乱,0
2917,鲁公走上去一再行礼讯问原因 回答说,0
2918,于是君长 刑法 政令就产生了,0
2919,一往四十余年 不得备国家一亭一障之用,1
2920,其名一曰茶 二曰槚 三曰蔎 四曰茗 五曰荈,1
2921,举崇二年进士,1
2922,宣徽使潘美 王仁赡一同因此获罪而扣去一季度薪俸,0
2923,此宁志行所欲必全 不为守高,1
2924,演之与景仁素善 尽心于朝廷,1
2925,在墙上大字书写官阶 姓名 上吊自杀,0
2926,请奏盆缻秦王 以相娱乐,1
2927,主人与宾客 集中了东南地区的英俊之才,0
2928,以足下读古人书 为文章 善小学 其为多能若是,1
2929,为虺弗摧 为蛇将若何 吴王曰,1
2930,权曰 孤岂欲卿治经为博士邪 但当涉猎 见往事耳,1
2931,他家世代是武将 而他却能改变志节,0
2932,其雄才直气 真不相上下,1
2933,尺书远达兮 以解君忧,1
2934,翱异之曰 鸡 禽于家者也 备五德者也,1
2935,张良说 比我大,0
2936,沛公谓张良曰,1
2937,九年 卒 年七十三 赠太尉,1
2938,明日 又宴毅于凝碧宫,1
2939,所以这三种关系在人伦中极为重要 不能不认真对待,0
2940,屠大窘 恐前后受其敌,1
2941,生命是我所喜爱的 道义也是我所喜爱的,0
2942,但是能和贤德之士相交往,0
2943,他们当面接受 但转过身去就违反了,0
2944,没有一天懈怠的,0
2945,扶正之后 他又慢慢地坐下,0
2946,我觉得很有趣 便捧出粟米扔到地上叫鸡群来吃食,0
2947,父不父则无道 子不子则不孝,1
2948,传成凡二百七十八篇,1
2949,乃去 舍市旁,1
2950,吾 不及吉甫 汝不及伯奇,1
2951,徇之以为安 仍之以为俗 汤 武之所不得已也,1
2952,以其春秋积序 容状不衰,1
2953,弟黜兄为佣 播扬先人之辞迹,1
2954,多见士大夫耻涉农商 羞务工伎,1
2955,文章为不朽之盛事也,1
2956,大儒沈重讲于太学 文远就质问 数日便去,1
2957,相如视秦王无意偿赵城 乃前曰 璧有瑕 请指示王,1
2958,人之爱子 罕亦能均 自古及今 此弊多矣,1
2959,于是王召见 问蔺相如曰,1
2960,在古人中是非常特别的,0
2961,君望毅而问曰 岂非人间之人乎,1
2962,卒买鱼烹食 得鱼腹中书 固以怪之矣,1
2963,因此天子穿着五彩花纹的衣服隆重地祭祀太阳,0
2964,人登上大仓山,0
2965,鲁亮侪隐藏身份 改装出行或乔装成老百姓,0
2966,将军岂有意乎,1
2967,下令统统放回 百姓依此得以生存,0
2968,丈夫也醒了,0
2969,其智而明者 所伏必众 告之以直而不改,1
2970,后刺史臣荣举臣秀才,1
2971,余常于土墙凹凸处 花台小草丛杂处 蹲其身 使与台齐,1
2972,以利社稷 恻然自念 思欲效之也,1
2973,近来又遭遇兄弟病故,0
2974,陈馀为大将军 张耳 召骚为左右丞相,1
2975,郑覃 郑州荥泽人 故相珣瑜之子,1
2976,京城里有个擅长表演口技的人,0
2977,众曰 善,1
2978,沛公至军 立诛杀曹无伤,1
2979,人皆曰尚书倚副元帅 不戢士,1
2980,侍中 尚书 长史 参军 此悉贞良死节之臣,1
2981,学为文章 先谋亲友,1
2982,解佩刀 选老躄者一人持马 至晞门下,1
2983,就觉得羞耻 以官职高的人为师 就近乎谄媚了,0
2984,为白尚书 出听我言,1
2985,从穆公以来 一直到秦始皇,0
2986,吴王乃许之 荒成不盟,1
2987,判明了是非的界限 使犹豫不决的人拿定了主意,0
2988,如果有周公那样的才那样的美,0
2989,这是如今所不取的,0
2990,要将树枝砍下来 才能采摘到芽叶,0
2991,义以去声呼之 其字以穿名之,1
2992,汾阳王郭子仪以副元帅的身份驻扎在蒲州,0
2993,数年之间 奔命扶伤之不暇,1
2994,文章当以理致为心旅 气调为筋骨,1
2995,没有不是去耕田养马,0
2996,您急急忙忙 既不懂生物的习性,0
2997,但不如通过具体的历史事件来表现更加深刻 明显,0
2998,背着荆鞭 由宾客引领 来到蔺相如的门前请罪,0
2999,王宫里事无大小全部委托给他,0
3000,主人惭其故花 且嫌庭之空也 归其原 数日亦死,1
3001,刘忠嗣两眼怒视 头发竖起,0
3002,不云 家 者 以尊于父 不敢 家 也,1
3003,以趋浔阳 而巴江之水 卷雪轰雷 自天上来,1
3004,呜呼 吾少孤 及长 不省所怙 惟兄嫂是依,1
3005,北海虽赊 扶摇可接 东隅已逝 桑榆非晚,1
3006,又是宋 齐都不采用的,0
3007,旦 俱至孝德所 谢不能 请改过,1
3008,不久 得知京师事变 众人都哭泣,0
3009,吾家风教 素为整密,1
3010,慎言检迹 立身扬名 亦已备矣,1
3011,但求不要做得太过头,0
3012,宴酣之乐 非丝非竹 射者中 弈者胜,1
3013,帝疑吏部行私 厂卒常充庭 曹郎多罹谴者 罗彦独无所染,1
3014,骨肉之爱 不可以简,1
3015,不足以藏王一甲之间,1
3016,又怎么能躲避这场患难呢 拿亲自带兵平定叛乱的极其危险,0
3017,你卖给别人的柑橘 是打算用来装满在盛祭品的容器中,0
3018,现今吐蕃就在边境上 伺机袭击中原,0
3019,感霜露而相思 伫日月之相望也,1
3020,则治臣之罪 以告先帝之灵,1
3021,并对儒学 文学 佛学 历史 文字 民俗 社会 伦理等方面提出了自己独到的见解,0
3022,游遍古迹 于是清清楚楚好像真值得记下来,0
3023,具有一种独特的朴实风格 对后世的影响颇为深远,0
3024,而且为什么其他鸡在一起栖息却又不让它一起做伴呢,0
3025,悉辞不受 称财以送终,1
3026,就答应为先帝奔走效劳,0
3027,祭祀祖先 招待宾客的吗,0
3028,他们的交往不亲密 他们的下属不亲附,0
3029,春而条桑 秋尔涤场,1
3030,因事顺心 命篇曰归去来兮,1
3031,养生丧死无憾 王道之始也,1
3032,因为心中有足以快乐的事情,0
3033,威武的样子 好像是捍卫国家的将才,0
3034,近在并州 有一士族,1
3035,易 曰 遯之时义大矣哉,1
3036,更足证其祖所立家训之效用彰著,0
3037,尝以十倍之地 百万之众 叩关而攻秦,1
3038,近塞上之人 有善术者 马无故亡而入胡,1
3039,口技人坐屏障中,1
3040,这是上古传下来的制度 君王操心,0
3041,穿着布衣布裙 随季节不同或单或夹,0
3042,商贾别讨论货贿 工巧则致精器用,1
3043,真是令人奇怪啊,0
3044,缘溪行 忘路之远近,1
3045,近来又遭知己骨肉之变 寒雁一影,1
3046,老百姓生活最根本的事情 是要播收庄稼而食 种植桑麻而衣,0
3047,气宇轩昂的坐在朝堂之上 他们果真能够建立伊尹,0
3048,因而假托柑橘用来讽刺吗 上天一定会展现他的意愿吗,0
3049,辍耕之垄上 怅恨久之 曰,1
3050,异时一身资养于父母 今则妇子仰食于我,1
3051,时咎在陈王所 不得之魏,1
3052,图久远者 莫如西归 将成家而致汝,1
3053,刘邦出去后 项王派都尉陈平去叫刘邦,0
3054,男女仆妾等悉出预会,1
3055,犹望一稔 当敛裳宵逝,1
3056,计未定 求人可使报秦者 未得,1
3057,武宗初年 李德裕被起用 打算引荐郑覃共同执政,0
3058,体中无货也可做秘书官,0
3059,赵王送璧之前 斋戒了五天 如今大王也应斋戒五天,0
3060,檐 又叫衣 可用油绢或穿坏了的雨衣 单衣做成,0
3061,而忠恕仁厚 不及魏公父子,1
3062,能够使谢公产生出世思想的 必定是这里,0
3063,怀良辰以孤往 或植杖而耘耔,1
3064,高贵的宾客 也都不远千里来到这里聚会,0
3065,以外率多田野间人 音辞鄙陋,1
3066,重叠焕赫 须臾埋没前后,1
3067,是儒学雅道的罪人 应该加以弹劾检举,0
3068,何也 仁义不施而攻守之势异也,1
3069,于是编写 史记,0
3070,深谋远虑 行军用兵之道 非及向时之士也,1
3071,谌盛怒 召农者曰,1
3072,坐了一会儿 刘邦起身上厕所 趁机把樊哙叫了出来,0
3073,有人就摇手说,0
3074,赵独安敢害将军之家,1
3075,父母欲配嫁于濯锦小儿某,1
3076,上明天时 下该 人事,1
3077,康肃忿然曰 尔安敢轻吾射,1
3078,况以行路之人 处多争之地 能无间者鲜矣,1
3079,以奉先帝之遗意也 而议者谓为非计,1
3080,复上出洞外 上眺东南北三面 但环壁无可上,1
3081,而秦法 群臣侍殿上者 不得持尺兵,1
3082,旁门左道的书里讲 人死后某一天要 回煞,0
3083,唐雎曰 大王尝闻布衣之怒乎,1
3084,整个金陵都在脚下漂浮 渔夫说这是谢公墩,0
3085,现在您是从赵国逃亡到燕国去 燕国惧怕赵国,0
3086,告诫他们不要过度享乐 然后才休息,0
3087,士大夫之弟 数岁已上 莫不被教,1
3088,此人一一为具言所闻 皆叹惋,1
3089,鲁庄公说 祭祀用的猪牛羊和玉器 丝织品等祭品,0
3090,及西台陷殁 简犊湮散,1
3091,他把孙女嫁给崔皋为妻 崔皋是个九品卫佐,0
3092,我们的田地幸亏您而能丰收 有这新米,0
3093,牡丹之来也 未尝自言曰,1
3094,天下的祸患 最不能挽回的,0
3095,唉 谁知道竟然会因此而丧了命呢,0
3096,自李唐来 世人甚爱牡丹,1
3097,白天讲习所学知识 傍晚复习,0
3098,想在西河外的渑池与赵王进行一次友好会见,0
3099,城池座落在夷夏交界的要害之地,0
3100,恐惧殊甚 且庸人尚羞之 况于将相乎,1
3101,总之你的为人 是不顾天灾 冒犯长者,0
3102,转别驾从事史 深为义康所待 故在府州前后十余年,1
3103,江南奢侈 多不逮焉,1
3104,只有一个人 一张桌子 一把椅子 一把扇子 一块醒木罢了,0
3105,骨头已经没有了 但是两只狼像原来一样一起追赶,0
3106,只看见陡峭的石崖向西,0
3107,方急时 不及召下兵 以故荆轲逐秦王,1
3108,孔子曾以郯子 苌弘 师襄 老聃为师,0
3109,百姓私下里商量在净众寺里摆放张公的像,0
3110,约从离衡 兼韩 魏 燕 楚 齐 赵 宋 卫 中山之众,1
3111,或十数年间来相识者,1
3112,无罪被诛 将士解体,1
3113,相如估计秦王只不过用欺诈手段假装给赵国城邑,0
3114,但我已经打定主意了,0
3115,然人有坎禀 失于盛年 犹当晚学 不可自弃,1
3116,城北的徐公是齐国的最美的男子,0
3117,改换衣服 着粗丝棉巾,0
3118,自己吟咏自我欣赏 不知道身边还有别人,0
3119,皇帝不高兴 回头看了看宰相萧俛说,0
3120,死后魂灵也不在我的梦中显现,0
3121,风高霜洁 天高气爽 水落石出,0
3122,张良说 好,0
3123,未几 高垣睥睨 连亘六七里 居然城郭矣,1
3124,秦国地势有高山阻隔 有大河环绕,0
3125,沛公不先攻破关中 你怎么敢进关来呢,0
3126,至都 太尉怒曰 果不用吾言 晤谢曰 处贱无以拒也,1
3127,只有一把不满一寸长的小刀,0
3128,尚书 记载了上古先王的事迹 所以长于从政,0
3129,到胎儿出生还在幼儿时,0
3130,被之空言而不敢辞,1
3131,有鱼焉 其广数千里 未有知其修者 其名为鲲,1
3132,自周公卒五百岁而有孔子,1
3133,物类的精华 是上天的珍宝,0
3134,用其中破损的船承栽柴炭 那么公私都有利,0
3135,而其余及于比县旁州 张侯于是可谓有劳矣,1
3136,你进去上前为他敬酒 敬酒完毕,0
3137,控制着全国,0
3138,向吾不为斯役 则久已病矣,1
3139,三次去我的茅庐拜访我,0
3140,又以刃刺酒翁 坏酿器 酒流沟中,1
3141,渭水 樊川浩浩荡荡的 流进宫墙里边,0
3142,鲁方取其官而代之 宁可舍己从人耶,1
3143,我的头今天就同宝璧一起在柱子上撞碎,0
3144,喜有赏 怒有刑,1
3145,即使有紧急事情 也要等把书本卷来整齐,0
3146,士惟用才 何必文辞,1
3147,这是它做得对的地方,0
3148,抢救东西的声音 救火的声音,0
3149,作此崇奉 以祈福祥也,1
3150,又宜思勤督训者 可愿苛虐於骨肉乎 诚不得已也,1
3151,忠言还没说完而自己就被杀戮了,0
3152,何况亲戚呢 何况同乡呢,0
3153,稍旁拓 隔水眺之 中垂列乳柱 缤纷窈窕,1
3154,妇主中馈 惟事酒食衣服之礼耳,1
3155,蔺相如说,0
3156,逼迫天子杀死大夫苌弘这样的事情也出现了,0
3157,师者 所以传道受业解惑也,1
3158,两个小孩子一齐哭了起来,0
3159,则人之存亡 政之废举 为民之幸不幸 其岂细也欤,1
3160,信臣精卒 陈利兵而谁何,1
3161,秦王度之 终不可强夺 遂许斋五日 舍相如广成传,1
3162,把猪腿放在盾上 拔出剑来切着吃,0
3163,所以设置公卿 大夫和士,0
3164,不如趁此好好款待他 放他回到赵国,0
3165,在殿堂上恭敬地拜送国书,0
3166,既而儿醒 大啼,1
3167,别嫌疑 明是非 定犹豫 善善恶恶 贤贤贱不肖,1
3168,使者五反 陈王乃立宁陵君咎为魏王 遣之国,1
3169,这种水利设施叫做碶,0
3170,古时候的圣王 有胎教的做法,0
3171,宋所谓无雉兔鲋鱼者也,1
3172,而击之 而曳之 而逐出之,1
3173,风雨虫鼠之所毁伤 实为累德,1
3174,皇帝怀疑吏部办事徇私 东厂侦探经常密布于吏部,0
3175,早晚做事 尚且担心丢弃了祖宗的基业,0
3176,借着杀晁错的名义,0
3177,未知养亲者 欲其观古人之先意承颜,1
3178,鸡 本来是养于家中的一种禽鸟,0
3179,但是凡为他所憎恨的多不能容忍 世人认为太过分了,0
3180,便从文吏 略无卒业者,1
3181,正值雨过天晴 虹消云散 阳光朗煦,0
3182,从前惯例 按察使来游颜洞,0
3183,会其怒 不敢献,1
3184,把 檐 放在 承 上,0
3185,寡人谕矣 夫韩 魏灭亡,1
3186,吾实为之 其又何尤,1
3187,管宁于是带着家眷部属渡海回到北海郡,0
3188,如果当初新的牡丹虽然买来 旧的牡丹先不移走,0
3189,诗经 是用来表达内心的情意的,0
3190,在殿堂上安排九宾大典 我才敢献上宝璧,0
3191,是年予通判越州事,1
3192,使秦复爱六国之人,1
3193,刘邦说 我带了一对玉璧,0
3194,有个人告诉我说,0
3195,古之立大事者 不惟有超世之才 亦必有坚忍不拔之志,1
3196,想要报答在陛下您身上,0
3197,公从之,1
3198,孔子知言之不用 道之不行也,1
3199,我畏段某耶 何敢言我,1
3200,是小蛇的时候不摧毁它,0
3201,荆轲知太子不忍 乃遂私见樊於期 曰,1
3202,我曾往来于歧 周 邠 斄之间 经过真定 北上马岭,0
3203,但水从洞中流出流进 一直逼近朝外的洞壁,0
3204,公输盘为楚造云梯之械 成 将以攻宋,1
3205,是故天子大采朝日 与三公九卿,1
3206,那么汉朝的兴隆就指日可待了,0
3207,太史公曰 唯唯 否否 不然,1
3208,鲁曰 吾暍甚 具汤浴我,1
3209,吴之略耶 峨大冠,1
3210,没听说有国运长久的,0
3211,四海五湖之人 结义拜为兄弟 也不能随便,0
3212,父老数百扶而道苦之 再拜问讯 曰,1
3213,哀冤果雪兮 还处其休,1
3214,仪凤中 有儒生柳毅者 应举下第 将还湘滨,1
3215,推辞不掉 我于是记述杜甫的官职和门第,0
3216,屠暴起 以刀劈狼首 又数刀毙之,1
3217,母怜其少 惜其慧美 欲择德以配焉,1
3218,时云 丁君十纸 不敌王褒数位,1
3219,他把正确的道理告诉那些相争的人,0
3220,视其中 则干若败絮,1
3221,解下佩刀 挑了一个年老而跛脚的牵马 来到郭晞军门下,0
3222,郑重地写下这篇逸事状,0
3223,如今设置你们这三司有何用 假使供给,0
3224,不悉,1
3225,苟富贵 无相忘,1
3226,学也者 固学一之也,1
3227,由此看来 安定和危亡的纲纪相距太远了,0
3228,使弈秋诲二人弈 其一人专心致志 惟弈秋之为听,1
3229,项伯答应了,0
3230,东瞰峡江环峡东入 洞门即在东峡下,1
3231,并用箭射书劝降 罗彦不加理会,0
3232,酒量超过彭泽县令陶渊明,0
3233,都送给他治丧的费用,0
3234,途中两狼 缀行甚远,1
3235,太平兴国三年 改为左卫将军 再次担任枢密都承旨,0
3236,夏蚊成雷 私拟作群鹤舞于空中 心之所向,1
3237,而不足于民 杀所不足而争所有余 不可谓智,1
3238,它多次征发数以万计的百姓服役,0
3239,城入赵而璧留秦 城不入 臣请完璧归赵,1
3240,君笑谓毅曰 泾水之囚人至矣,1
3241,夫定州之役 子京增堞籍兵 慰死犒生,1
3242,铚人伍徐将兵居许 章邯击破之 伍徐军皆散走陈,1
3243,仔细地品尝咀嚼其中精华 写起文章来 书卷堆满了家屋,0
3244,荀卿五十始来游学 犹为硕儒,1
3245,靠近边境一带的人 绝大部分都死了,0
3246,过了一会儿 丈夫打起了呼噜声,0
3247,罗俊守东城 罗彦西北 罗辅为游兵,1
3248,江汉之鱼鳖鼋鼍为天下富,1
3249,两手抱住贼人咬其耳朵 嘴上鲜血淋漓,0
3250,所食用的鸡猪 是鸡窝猪圈之所畜养,0
3251,不知 以乱易整 不武,1
3252,可以调素琴 阅金经,1
3253,到十八九岁 才稍加磨砺 只因习惯已成自然 短时间难於去除,0
3254,未尝有言 而独不足子所乎,1
3255,所以才会记得更加久远啊,0
3256,刘义康脸色大变 说,0
3257,遂不得渡泸江 东观三溪会合处,1
3258,隆冬时节 刮着猛烈的寒风 雪有好几尺深,0
3259,度我至军中 公乃入,1
3260,吐蕃方强,1
3261,而叛彝阻之 太阳促之 导人又误之,1
3262,把营垒筑得高高的而不轻易跟敌方作战,0
3263,烟云聚拢来 山谷就显得昏暗了,0
3264,那些佩戴虎形兵符 坐在虎皮上的人,0
3265,秦王饮酒酣 曰 寡人窃闻赵王好音 请奏瑟,1
3266,原来是一只癞蛤蟆,0
3267,而旗尾略不沾湿 以此夸能,1
3268,时起时坐大声喧闹的人 是欢乐的宾客们,0
3269,往例按君来游 架桥费且百金 他费亦百金,1
3270,蔺相如听到这话后 不愿意和廉颇相会,0
3271,我要像对待兄长一样对待他,0
3272,赐给他车马却推辞不坐的人 是不怕步行的人,0
3273,帝知其冤 而宥其失,1
3274,虚败者变得充实 多液者变得干燥,0
3275,有了夫妻然后才有父子,0
3276,郑人累石湮水 阙其间而扃以木 视水之小大而闭纵之 谓之碘,1
3277,承先人后者 在孙惟汝 在子惟吾,1
3278,且以一璧之故逆强秦之欢 不可,1
3279,弄得伤心断肠的人多得数不清,0
3280,曹刿请求拜见鲁庄公,0
3281,突将 无前 賨叟 青羌 散骑 武骑一千余人,1
